date,location,poss_winner,poss_loser
"6' 3""",185 lbs.,Kalib Starnes,Nate Quarry
"6' 2""",205 lbs.,Wes Combs,Wilson Gouveia
"December 31, 2001","Saitama, Japan",Mirko Filipovic,Yuji Nagata
"6' 0""",205 lbs.,Reese Andy,Matt Hamill
"6' 3""",205 lbs.,Rex Holman,Matt Hamill
"6' 0""",205 lbs.,Seth Petruzelli,Karlos Vemola
"5' 11""",205 lbs.,Roger Hollett,Fabio Maldonado
"6' 1""",265 lbs.,Scott Junk,Christian Wellisch
"5' 9""",165 lbs.,Kengo Ura,Mike Swick
"5' 7""",135 lbs.,Jeff Hougland,Takeya Mizugaki
"5' 8""",170 lbs.,Ross Pointon,Rich Clementi
"5' 9""",170 lbs.,Josh Haynes,Luke Cummo
"5' 8""",155 lbs.,Joe Hurley,Nate Diaz
"September 11, 2004","London, England, United Kingdom",Anderson Silva,Lee Murray
"5' 7""",200 lbs.,Jermaine Andre,Joey Villasenor
"June 01, 2007","Montreal, Quebec, Canada",Patrick Cote,Jason Day
"5' 11""",155 lbs.,Danny Abbadi,Jorge Gurgel
"6' 3""",205 lbs.,Jake O'Brien,Gegard Mousasi
"6' 0""",185 lbs.,Drew McFedries,Tomasz Drwal
"6' 0""",185 lbs.,Jason Day,Kendall Grove
"6' 2""",185 lbs.,Nate Loughran,Tim Credeur
"5' 10""",205 lbs.,Homer Moore,Evan Tanner
"6' 4""",205 lbs.,Mike Nickels,Stephan Bonnar
"5' 11""",185 lbs.,Denis Kang,Melvin Manhoef
"5' 11""",205 lbs.,Chris Haseman,Mike van Arsdale
"6' 0""",185 lbs.,David Loiseau,Mario Miranda
"5' 11""",185 lbs.,Justin Levens,Justin Hawes
"6' 2""",185 lbs.,Alavutdin Gadjiev,Ralek Gracie
"November 26, 2005","Coventry, England, United Kingdom",Michael Bisping,Ross Pointon
"5' 9""",135 lbs.,Donny Walker,Ken Stone
"6' 6""",185 lbs.,Kendall Grove,Tim Boetsch
"6' 2""",210 lbs.,Ralek Gracie,Kazushi Sakuraba
"June 15, 2006","Highland, California, USA",Nate Diaz,Joe Hurley
"5' 7""",135 lbs.,Hideo Tokoro,Yusup Saadulaev
"5' 11""",185 lbs.,Taiei Kin,Zelg Galesic
"6' 2""",185 lbs.,Zelg Galesic,Kazushi Sakuraba
"5' 9""",185 lbs.,Melvin Manhoef,Denis Kang
"5' 11""",185 lbs.,Murad Chunkaiev,Murilo Rua
"6' 1""",185 lbs.,Xavier Foupa-Pokam,Drew McFedries
"6' 4""",245 lbs.,Antoni Hardonk,Pat Barry
"6' 0""",385 lbs.,Alexandru Lungu,James Thompson
"5' 10""",185 lbs.,Gideon Ray,Charles McCarthy
"6' 0""",185 lbs.,Andrei Semenov,Denis Kang
"6' 0""",185 lbs.,Dong Sik Yoon,Tarec Saffiedine
"5' 8""",200 lbs.,Takahiro Oba,Denis Kang
"5' 10""",185 lbs.,Charles McCarthy,Michael Bisping
"October 28, 2007","Seoul, South Korea",Yoshihiro Akiyama,Denis Kang
"5' 7""",185 lbs.,Jordan Radev,Dean Lister
"April 29, 2008","Saitama, Japan",Kazushi Sakuraba,Andrews Nakahara
"6' 4""",205 lbs.,Miguel Cosio,Brian Stann
"6' 2""",185 lbs.,Chris Price,Ed Herman
"6' 2""",315 lbs.,Jimmy Ambriz,Ikuhisa Minowa
"5' 8""",145 lbs.,Katsunori Kikuno,Diego Brandao
"5' 8""",139 lbs.,Takeshi Yamazaki,Hideo Tokoro
"5' 10""",168 lbs.,Kuniyoshi Hironaka,Katsunori Kikuno
"October 09, 2006","Yokohama, Kanagawa, Japan",Yoshihiro Akiyama,Melvin Manhoef
"6' 0""",260 lbs.,Mike Wessel,Antoni Hardonk
"5' 11""",180 lbs.,Dae Won Kim,Melvin Manhoef
"6' 1""",205 lbs.,Tatsuya Mizuno,Trevor Prangley
"August 05, 2006","Tokyo, Japan",Kazushi Sakuraba,Kestutis Smirnovas
"6' 1""",235 lbs.,Sherman Pendergarst,Antoni Hardonk
"6' 2""",185 lbs.,Magomed Sultanakhmedov,Zelg Galesic
"6' 4""",243 lbs.,Colin Robinson,Antoni Hardonk
"5' 7""",139 lbs.,Jong Man Kim,Hideo Tokoro
"5' 6""",139 lbs.,Kazuhisa Watanabe,Hideo Tokoro
"5' 6""",135 lbs.,Yusup Saadulaev,Hideo Tokoro
"5' 7""",135 lbs.,Cole Escovedo,Alex Caceres
"6' 1""",185 lbs.,Andrews Nakahara,Ryo Chonan
"6' 0""",154 lbs.,Andre Amado,KJ Noons
"6' 0""",185 lbs.,Keith Rockel,Chris Liguori
"6' 0""",185 lbs.,Masakatsu Funaki,Ikuhisa Minowa
"6' 1""",185 lbs.,Ian Murphy,Jacare Souza
"5' 7""",139 lbs.,Bibiano Fernandes,Yoshiro Maeda
"6' 0""",185 lbs.,Alessio Sakara,Nicholas Musoke
"November 06, 2005","Tokyo, Japan",Shinya Aoki,Kuniyoshi Hironaka
"5' 10""",200 lbs.,Kestutis Smirnovas,Yoshihiro Akiyama
"5' 7""",139 lbs.,Shoji Maruyama,Takeshi Yamazaki
"February 28, 2007","Tokyo, Japan",Thiago Silva,Tatsuya Mizuno
"5' 11""",168 lbs.,Motoki Miyazawa,Kuniyoshi Hironaka
"6' 2""",185 lbs.,Mark Weir,Denis Kang
"6' 0""",185 lbs.,Jorge Ortiz,Eugene Jackson
"March 10, 2006","San Jose, California, USA",Frank Shamrock,Cesar Gracie
"5' 6""",135 lbs.,Rodolfo Marques Diniz,Bibiano Fernandes
"6' 4""",185 lbs.,Mike Seal,Eugene Jackson
"June 09, 2006","San Jose, California, USA",Alistair Overeem,Vitor Belfort
"5' 11""",170 lbs.,Ronald Jhun,Eugene Jackson
"December 08, 2006","San Jose, California, USA",Cung Le,Jason Von Flue
"6' 2""",205 lbs.,Mike van Arsdale,Renato Sobral
"September 29, 2007","Beverly Hills, California, USA",Gilbert Melendez,Tetsuji Kato
"6' 0""",260 lbs.,Shawn Jordan,Ruslan Magomedov
"6' 3""",205 lbs.,Travis Wiuff,Muhammed Lawal
"5' 9""",185 lbs.,Chris Liguori,Keith Rockel
"5' 6""",135 lbs.,Joe Warren,Bibiano Fernandes
"5' 9""",205 lbs.,Ron Faircloth,Alessio Sakara
"6' 0""",205 lbs.,Victor Valimaki,Alessio Sakara
"December 31, 2007","Osaka, Japan",Kazushi Sakuraba,Masakatsu Funaki
"5' 11""",205 lbs.,James Lee,Alessio Sakara
"6' 3""",185 lbs.,Jason Lambert,Jason MacDonald
"5' 11""",185 lbs.,Phillip Miller,Mark Weir
"5' 9""",185 lbs.,Chris Yee,Scott Graham
"5' 11""",205 lbs.,David Heath,Tim Boetsch
--,155 lbs.,Tony Juarez,Nate Diaz
"6' 4""",185 lbs.,Scott Graham,Drew Dimanlig
--,--,Kyle Levinton,Rex Richards
"5' 6""",145 lbs.,David Barrios,Anthony Figueroa
--,185 lbs.,Drew Dimanlig,Scott Graham
"6' 0""",205 lbs.,Vernon White,Bobby Southworth
--,--,Sam Liera,Luke Stewart
--,185 lbs.,Chris Amarante,Sean Bassett
"September 28, 2008","Tokyo, Japan",Muhammed Lawal,Travis Wiuff
"6' 8""",255 lbs.,Jack May,Shawn Jordan
"6' 1""",185 lbs.,Eddy Millis,Daniel McWilliams
"6' 3""",242 lbs.,Ruslan Magomedov,Shawn Jordan
"6' 1""",185 lbs.,Daniel McWilliams,Eddy Millis
--,--,Adam Smith,Dewey Cooper
"6' 1""",205 lbs.,Richard Dalton,Daniel Puder
"6' 2""",205 lbs.,James Zikic,Vitor Belfort
--,205 lbs.,Dewey Cooper,Adam Smith
"6' 0""",205 lbs.,Cory Walmsley,David Heath
"6' 3""",235 lbs.,Branden Lee Hinkle,Jason Lambert
"6' 2""",200 lbs.,Ron Fields,Falaniko Vitale
--,155 lbs.,Tetsuji Kato,Gilbert Melendez
"6' 0""",265 lbs.,John Marsh,Mike van Arsdale
"5' 11""",155 lbs.,Matt Lee,Jorge Masvidal
"6' 1""",210 lbs.,Joe Pardo,Mike van Arsdale
"5' 10""",--,J.T Taylor,Drew Dimanlig
--,155 lbs.,Juan Miranda,Clint Coronel
"6' 2""",185 lbs.,Bill Duvall,Luke Stewart
"6' 0""",185 lbs.,Brian Warren,Cung Le
"5' 11""",225 lbs.,Ian Freeman,Vernon White
"6' 2""",250 lbs.,Tom Tuggle,Daniel Puder
"6' 3""",240 lbs.,Viktor Pesta,Aleksei Oleinik
"6' 1""",265 lbs.,Josh Copeland,Jared Rosholt
"6' 3""",265 lbs.,Sean Gannon,Branden Lee Hinkle
"6' 0""",185 lbs.,Crafton Wallace,Nate Marquardt
"September 22, 2007","London, England, United Kingdom",Vitor Belfort,James Zikic
"5' 8""",185 lbs.,Ray Routh,Crafton Wallace
"5' 9""",155 lbs.,Harris Sarmiento,Rob McCullough
"5' 10""",185 lbs.,Mike Altman,Cung Le
"6' 3""",235 lbs.,Daniel Puder,Richard Dalton
"5' 10""",181 lbs.,Cesar Gracie,Frank Shamrock
"6' 3""",205 lbs.,Anthony Perosh,Gian Villante
"June 30, 2001","Lemoore, California, USA",Dan Severn,Travis Fulton
"6' 1""",205 lbs.,Mike Whitehead,Muhammed Lawal
"March 02, 2001","Tokyo, Japan",Anderson Silva,Tetsuji Kato
"June 16, 2010","Los Angeles, California, USA",Renato Sobral,Robbie Lawler
"6' 1""",205 lbs.,Chad Griggs,Cyrille Diabate
"6' 0""",185 lbs.,Tom DeBlass,Riki Fukuda
"March 22, 2003","Marrakech, Morocco",Fabricio Werdum,Kristof Midoux
"5' 11""",230 lbs.,Konstantin Erokhin,Gabriel Gonzaga
"6' 0""",225 lbs.,Scott Adams,Ian Freeman
"6' 1""",275 lbs.,Tedd Williams,Ian Freeman
"6' 1""",230 lbs.,Nate Schroeder,Ian Freeman
"September 13, 2003","Manaus, Amazonas, Brazil",Lyoto Machida,Stephan Bonnar
"6' 1""",220 lbs.,Kristof Midoux,Jake O'Brien
"6' 6""",253 lbs.,Jon Olav Einemo,Mike Russow
"November 12, 2006","Rotterdam, Zuid-Holland, Netherlands",Fabricio Werdum,Aleksander Emelianenko
"February 26, 2006","Saitama, Japan",Mark Hunt,Yosuke Nishijima
--,205 lbs.,Tom Blackledge,Anthony Perosh
"6' 4""",238 lbs.,Junior Dos Santos,Ciryl Gane
"January 22, 2005","Lemoore, California, USA",Brandon Vera,Mike Whitehead
"6' 6""",255 lbs.,Travis Browne,Aleksei Oleinik
"6' 2""",242 lbs.,Gabriel Gonzaga,Derrick Lewis
--,135 lbs.,Marcus Kowal,Hugo Sandoval
"6' 1""",205 lbs.,Ryan Jimmo,Francimar Barroso
"6' 3""",255 lbs.,Bobby Lashley,Chad Griggs
--,135 lbs.,Hugo Sandoval,Marcus Kowal
"6' 4""",205 lbs.,Nick Penner,Cody Donovan
--,160 lbs.,Jeremy Umphries,RJ Clifford
"6' 3""",205 lbs.,Vinny Magalhaes,Anthony Perosh
--,160 lbs.,RJ Clifford,Jeremy Umphries
"October 21, 2006","Las Vegas, Nevada, USA",Fedor Emelianenko,Mark Coleman
"5' 11""",230 lbs.,Steve Judson,Tedd Williams
"September 12, 1999","Yokohama, Kanagawa, Japan",Igor Vovchanchyn,Mark Kerr
"6' 4""",230 lbs.,Carlos Barreto,Tra Telligman
"5' 9""",225 lbs.,Francisco Bueno,Igor Vovchanchyn
"6' 2""",233 lbs.,Tra Telligman,Tim Sylvia
"6' 1""",205 lbs.,Randy Couture,Lyoto Machida
"6' 3""",257 lbs.,Fabiano Scherner,Gabriel Gonzaga
"6' 2""",235 lbs.,Josh Hendricks,Gabriel Gonzaga
"November 03, 2001","Tokyo, Japan",Wanderlei Silva,Kazushi Sakuraba
"6' 4""",230 lbs.,James McSweeney,Fabio Maldonado
"6' 5""",205 lbs.,Ednaldo Oliveira,Francimar Barroso
"6' 3""",242 lbs.,Andre Mussi,Brandon Vera
"6' 10""",260 lbs.,Wes Sims,Bobby Lashley
"6' 1""",205 lbs.,Francimar Barroso,Gian Villante
"5' 11""",250 lbs.,Blagoy Ivanov,Marcos Rogerio de Lima
"6' 3""",205 lbs.,Cody Donovan,Nikita Krylov
"October 14, 2004","Osaka, Japan",Takanori Gomi,Charles Bennett
"5' 9""",220 lbs.,Brad Kohler,Steve Judson
"6' 2""",205 lbs.,Eliot Marshall,Brandon Vera
"5' 11""",199 lbs.,Yoshiki Takahashi,Vitor Belfort
"6' 0""",240 lbs.,Bob Schrijber,Wanderlei Silva
"5' 11""",200 lbs.,Carl Malenko,Allan Goes
"August 28, 2005","Saitama, Japan",Mauricio Rua,Ricardo Arona
"5' 11""",205 lbs.,Larry Parker,Akira Shoji
"5' 10""",185 lbs.,Paul Herrera,Gary Goodridge
"5' 9""",220 lbs.,James Toney,Randy Couture
"6' 3""",300 lbs.,Tony Halme,Randy Couture
"5' 11""",199 lbs.,Jerry Bohlander,Tito Ortiz
"5' 10""",205 lbs.,Michiyoshi Ohara,Kevin Randleman
"6' 2""",220 lbs.,Darrill Schoonover,James McSweeney
"6' 3""",265 lbs.,Matt Skelton,Tom Erikson
"5' 11""",205 lbs.,Yuki Ishikawa,Quinton Jackson
"6' 3""",205 lbs.,Hans Stringer,Ilir Latifi
"October 25, 1998","Urayasu, Chiba, Japan",Enson Inoue,Randy Couture
"5' 9""",200 lbs.,Mark Schultz,Gary Goodridge
"6' 1""",290 lbs.,Steven Graham,Randy Couture
"5' 9""",235 lbs.,John Campetella,Gary Goodridge
"5' 7""",220 lbs.,Mal Foki,Henry Miller
"6' 0""",205 lbs.,Jules Bruchez,Eliot Marshall
"October 11, 1997","Tokyo, Japan",Rickson Gracie,Nobuhiko Takada
"March 05, 1998","Yokohama, Kanagawa, Japan",Mark Kerr,Branko Cikatic
"6' 1""",210 lbs.,Marco Ruas,Maurice Smith
"June 24, 1998","Tokyo, Japan",Nobuhiko Takada,Kyle Sturgeon
"6' 0""",205 lbs.,Amir Rahnavardi,Keith Jardine
"November 21, 1999","Tokyo, Japan",Kazushi Sakuraba,Royler Gracie
"October 11, 1998","Tokyo, Japan",Rickson Gracie,Nobuhiko Takada
"5' 11""",323 lbs.,Scott Ferrozzo,Vitor Belfort
"6' 0""",205 lbs.,Fabio Gurgel,Jerry Bohlander
"6' 0""",199 lbs.,Rainy Martinez,Jerry Bohlander
"5' 9""",190 lbs.,Nick Sanzo,Jerry Bohlander
"6' 3""",280 lbs.,Tom Erikson,Fabricio Werdum
"6' 5""",300 lbs.,Osamu Tachihikari,Gary Goodridge
"5' 10""",199 lbs.,Kevin Jackson,Jerry Bohlander
"6' 3""",215 lbs.,Achmed Labasanov,Gary Goodridge
"October 31, 2000","Osaka, Japan",Kazushi Sakuraba,Shannon Ritch
"6' 1""",165 lbs.,Yoshiaki Yatsu,Gary Goodridge
"June 04, 2000","Nagoya, Aichi, Japan",Vitor Belfort,Gilbert Yvel
"6' 3""",217 lbs.,Dmitri Stepanov,Steven Graham
"6' 1""",240 lbs.,Lloyd Van Dams,Gary Goodridge
"6' 8""",770 lbs.,Emmanuel Yarborough,Daiju Takase
"5' 11""",243 lbs.,Yuhi Sano,Carlos Newton
"6' 2""",240 lbs.,Larry Cureton,Marco Ruas
"6' 3""",225 lbs.,Kyle Sturgeon,Nobuhiko Takada
"6' 3""",245 lbs.,Pedro Otavio,Mark Kerr
"5' 8""",150 lbs.,Royler Gracie,Kazushi Sakuraba
--,--,Sam Fulton,Alex Hunter
"6' 1""",215 lbs.,Jim Mullen,Scott Ferrozzo
"6' 0""",190 lbs.,Juan Mott,Akira Shoji
"6' 0""",240 lbs.,Hugo Duarte,Mark Kerr
"5' 11""",235 lbs.,Tim Catalfo,Tom Erikson
"6' 1""",200 lbs.,Todd Butler,Kevin Jackson
"6' 0""",275 lbs.,John Dixson,Kazunari Murakami
--,--,Jackie Lee,Nick Sanzo
"6' 11""",345 lbs.,Nathan Jones,Koji Kitao
"5' 9""",220 lbs.,Willie Peeters,Heath Herring
"6' 7""",350 lbs.,Koji Kitao,Nathan Jones
"6' 0""",190 lbs.,John Renken,Akira Shoji
"6' 0""",275 lbs.,Mike Bourke,Alexander Otsuka
"6' 0""",215 lbs.,Herman Renting,Akira Shoji
"5' 10""",193 lbs.,Todd Medina,Dave Beneteau
"November 09, 2008","Arnhem, Gelderland, Netherlands",Alistair Overeem,Gary Goodridge
"6' 1""",219 lbs.,Don Frye,James Thompson
"May 05, 2006","Osaka, Japan",Hidehiko Yoshida,Yosuke Nishijima
"5' 10""",185 lbs.,Rickson Gracie,Nobuhiko Takada
"August 10, 2003","Saitama, Japan",Wanderlei Silva,Kazushi Sakuraba
"5' 9""",226 lbs.,Alex Hunter,Harry Moskowitz
"November 12, 1993","Denver, Colorado, USA",Royce Gracie,Gerard Gordeau
"April 08, 2007","Saitama, Japan",Jeff Monson,Kazuyuki Fujita
"5' 6""",235 lbs.,Eldari Kurtanidze,Kazuyuki Fujita
"6' 5""",216 lbs.,Gerard Gordeau,Royce Gracie
"5' 11""",190 lbs.,Jason DeLucia,Joe Slick
"5' 7""",178 lbs.,Minoki Ichihara,Royce Gracie
"5' 10""",190 lbs.,Ron van Clief,Royce Gracie
"6' 3""",260 lbs.,Remco Pardoel,Marco Ruas
"6' 0""",190 lbs.,Mark Hall,Don Frye
"6' 3""",235 lbs.,Kimo Leopoldo,Ikuhisa Minowa
"6' 0""",220 lbs.,Nobuhiko Takada,Kiyoshi Tamura
"5' 11""",200 lbs.,Keith Hackney,Marco Ruas
"June 02, 2007","Los Angeles, California, USA",Brock Lesnar,Min Soo Kim
"6' 3""",230 lbs.,Brandon Vera,Ben Rothwell
"6' 1""",410 lbs.,Thomas Ramirez,Don Frye
"6' 3""",225 lbs.,Sam Adkins,David Abbott
"5' 9""",170 lbs.,Matt Hughes,Josh Koscheck
"6' 4""",240 lbs.,Cheick Kongo,Roy Nelson
"5' 7""",155 lbs.,Brian Lo-A-Njoe,Shinya Aoki
"6' 5""",275 lbs.,Harry Moskowitz,Andre Roberts
"5' 9""",185 lbs.,Amaury Bitetti,Alex Andrade
"6' 0""",430 lbs.,Teila Tuli,Gerard Gordeau
"6' 4""",275 lbs.,Kevin Rosier,Joe Charles
"6' 5""",250 lbs.,Zane Frazier,Cal Worsham
"6' 0""",210 lbs.,Scott Baker,Jason DeLucia
"6' 2""",185 lbs.,Trent Jenkins,Mark Hall
"April 25, 2004","Saitama, Japan",Fedor Emelianenko,Mark Coleman
"6' 2""",240 lbs.,Harold Howard,Mark Hall
"5' 8""",238 lbs.,Alberta Cerra Leon,Remco Pardoel
"5' 10""",170 lbs.,Orlando Wiet,Remco Pardoel
"5' 4""",236 lbs.,Joe Son,Keith Hackney
"5' 8""",155 lbs.,Ido Pariente,Jake Shields
"6' 3""",235 lbs.,Ryan Parker,Remco Pardoel
"5' 8""",185 lbs.,Keith Mielke,Sam Adkins
"6' 0""",205 lbs.,Michael Patt,Brandon Vera
"5' 10""",170 lbs.,Marcelo Aguiar,Matt Hughes
"6' 1""",170 lbs.,Renato Verissimo,Jake Shields
--,--,Felix Lee Mitchell,Mark Hall
"5' 11""",200 lbs.,Alex Andrade,Murilo Rua
"6' 0""",199 lbs.,Joe Slick,Ikuhisa Minowa
"6' 1""",250 lbs.,Gilbert Aldana,Cheick Kongo
"6' 3""",250 lbs.,Dan Evensen,Pat Barry
"6' 1""",260 lbs.,Joe Charles,Vitor Belfort
"6' 4""",255 lbs.,Naoya Ogawa,Hidehiko Yoshida
"June 20, 2004","Saitama, Japan",Fedor Emelianenko,Kevin Randleman
"5' 11""",225 lbs.,Takashi Sugiura,Paulo Cesar Silva
"6' 2""",215 lbs.,Stefan Leko,Kazuhiro Nakamura
"6' 2""",245 lbs.,Robert Lucarelli,Orlando Wiet
"December 31, 2005","Saitama, Japan",Hidehiko Yoshida,Naoya Ogawa
"5' 10""",215 lbs.,Steve Jennum,David Abbott
"5' 9""",205 lbs.,Roland Payne,Harold Howard
"5' 7""",270 lbs.,Henry Miller,Wagner da Conceicao Martins
"5' 7""",205 lbs.,Makoto Takimoto,Murilo Bustamante
"6' 3""",265 lbs.,Rulon Gardner,Hidehiko Yoshida
"6' 3""",205 lbs.,Nikita Krylov,Alexander Gustafsson
"5' 11""",183 lbs.,Yuki Kondo,Akihiro Gono
"6' 2""",230 lbs.,Eddie Sanchez,Justin McCully
"5' 11""",225 lbs.,Hidehiko Yoshida,Satoshi Ishii
"5' 11""",235 lbs.,Pat Barry,Soa Palelei
"6' 2""",247 lbs.,Ruan Potts,Derrick Lewis
"6' 2""",265 lbs.,Jared Rosholt,Roy Nelson
"6' 2""",345 lbs.,Dan Bobish,Mark Hunt
"6' 4""",245 lbs.,Scott Bessac,Joe Charles
"6' 5""",265 lbs.,James Thompson,Yusuke Kawaguchi
"5' 9""",205 lbs.,Jin Oh Kim,Katsuhisa Fujii
"6' 0""",205 lbs.,Katsuhisa Fujii,Igor Vovchanchyn
"6' 0""",161 lbs.,Ken Kaneko,Charles Bennett
"5' 7""",220 lbs.,Matt Foki,Aleksander Emelianenko
"5' 8""",170 lbs.,Jorge Patino,Andre Galvao
"5' 10""",265 lbs.,Mark Hunt,Justin Willis
"6' 6""",255 lbs.,Aleksander Emelianenko,Fabricio Werdum
"6' 0""",225 lbs.,Melton Bowen,Steve Jennum
"5' 11""",205 lbs.,Stanislav Nedkov,Nikita Krylov
"5' 8""",183 lbs.,Kazuo Misaki,Paul Daley
"6' 0""",220 lbs.,Tsuyoshi Tamakairiki,Akira Shoji
"5' 11""",205 lbs.,Chalid Arrab,Kazuhiro Nakamura
"6' 0""",229 lbs.,Mario Neto,Eddie Sanchez
"March 05, 2008","Tokyo, Japan",Josh Barnett,Hidehiko Yoshida
"5' 11""",240 lbs.,Satoshi Ishii,Fedor Emelianenko
"5' 10""",200 lbs.,Hiromitsu Kanehara,Mauricio Rua
"5' 9""",183 lbs.,Ralph Gracie,Takanori Gomi
"6' 0""",200 lbs.,David Hood,Scott Bessac
"6' 0""",255 lbs.,Yusuke Kawaguchi,James Thompson
"5' 9""",170 lbs.,Jesse Jones,Cyrillo Padilha
"5' 9""",198 lbs.,Masutatsu Yano,Katsuhisa Fujii
"5' 8""",155 lbs.,Gabe Lemley,Gilbert Melendez
--,170 lbs.,Marlon Sims,Billy Evangelista
"6' 1""",185 lbs.,Ryan Jensen,Jason MacDonald
"5' 9""",170 lbs.,Jae Suk Lim,Drew Fickett
"5' 8""",170 lbs.,Waachiim Spiritwolf,Marius Zaromskis
"5' 9""",155 lbs.,Caros Fodor,Sam Stout
"5' 9""",170 lbs.,Marius Zaromskis,Eiji Ishikawa
"5' 8""",180 lbs.,Daniel Acacio,Rousimar Palhares
"5' 11""",145 lbs.,Kyle Driscoll,Dinis Paiva Jr.
"5' 6""",155 lbs.,Justin Wilcox,Jorge Masvidal
"5' 8""",154 lbs.,Vitor Ribeiro,Justin Wilcox
"5' 7""",145 lbs.,Taneisha Tennant,Danyelle Wolf
"6' 5""",170 lbs.,Korey Kuppe,Michael Lombardo
"5' 11""",145 lbs.,Danyelle Wolf,Taneisha Tennant
"6' 3""",265 lbs.,Jerome LeBanner,Satoshi Ishii
"6' 1""",290 lbs.,Takayuki Okada,Ricco Rodriguez
--,--,Anthony Alves,Jesse Jones
"6' 0""",235 lbs.,Igor Borisov,Mark Kerr
"6' 2""",225 lbs.,Gilbert Yvel,Jon Madsen
"6' 0""",185 lbs.,Tokimitsu Ishizawa,Katsuyori Shibata
"5' 11""",155 lbs.,Cyrillo Padilha,Bobby Stack
"5' 10""",210 lbs.,Enson Inoue,Antonio Rodrigo Nogueira
"6' 1""",220 lbs.,Kazunari Murakami,Masaaki Satake
"5' 9""",200 lbs.,Ryan Gracie,Yoji Anjo
"5' 10""",170 lbs.,Eiji Ishikawa,Marius Zaromskis
"5' 10""",185 lbs.,Renzo Gracie,Matt Hughes
"December 06, 2007","Sao Paulo, Brazil",Rousimar Palhares,Daniel Acacio
"February 24, 2002","Saitama, Japan",Wanderlei Silva,Kiyoshi Tamura
"5' 7""",145 lbs.,Eddie Yagin,Mark Hominick
"5' 7""",205 lbs.,Wallid Ismail,Alex Stiebling
"6' 1""",205 lbs.,Chael Sonnen,Rashad Evans
"October 21, 2004","Lemoore, California, USA",Chael Sonnen,Alex Stiebling
"March 26, 2005","Saitama, Japan",Jerome LeBanner,Yoshihiro Akiyama
"6' 0""",205 lbs.,Allan Goes,Alex Stiebling
"5' 9""",185 lbs.,Marvin Eastman,Drew McFedries
"5' 10""",214 lbs.,Jason Guida,Alex Stiebling
"July 28, 2006","Lemoore, California, USA",Mike Joy,Robert Densley
"August 17, 2006","Lemoore, California, USA",Doug Marshall,Lodune Sincaid
"June 23, 2002","Saitama, Japan",Don Frye,Yoshihiro Takayama
"March 15, 2006","Tokyo, Japan",Yoshihiro Akiyama,Tokimitsu Ishizawa
"5' 11""",185 lbs.,Kiyoshi Tamura,Kazushi Sakuraba
"5' 9""",155 lbs.,Bobby Stack,Isaiah Hill
"July 09, 2005","Honolulu, Hawaii, USA",BJ Penn,Renzo Gracie
--,--,Akihito Tanaka,Bob Sapp
"August 28, 2002","Tokyo, Japan",Mirko Filipovic,Kazushi Sakuraba
"February 23, 2008","Tacoma, Washington, USA",Jan Nortje,Bob Sapp
"December 31, 2008","Saitama, Japan",Kiyoshi Tamura,Kazushi Sakuraba
"December 23, 2001","Fukuoka, Japan",Semmy Schilt,Yoshihiro Takayama
"6' 1""",310 lbs.,Jan Nortje,Rameau Thierry Sokoudjou
"5' 11""",170 lbs.,Jose Landi-Jons,Carlos Newton
"5' 7""",145 lbs.,Alejandro Garcia,Nate Diaz
"6' 1""",263 lbs.,Tom Sauer,Marvin Eastman
"6' 1""",205 lbs.,Jorge Oliveira,Marvin Eastman
"5' 11""",225 lbs.,Rafael  Del Real,Dan Molina
"6' 3""",266 lbs.,Mark Kerr,Muhammed Lawal
"5' 11""",205 lbs.,Jack Morrison,Glover Teixeira
"November 09, 2003","Tokyo, Japan",Wanderlei Silva,Quinton Jackson
"6' 4""",250 lbs.,Heath Herring,Brock Lesnar
--,145 lbs.,Issac DeJesus,Bobby Stack
"5' 7""",183 lbs.,Ryuta Sakurai,Paulo Filho
--,155 lbs.,Derrick Burnsed,Bobby Stack
"5' 9""",225 lbs.,Rony Sefo,Kiyoshi Tamura
"5' 6""",195 lbs.,Aliev Makhmud,Kiyoshi Tamura
"5' 8""",170 lbs.,Dave Courchaine,Nathan Coy
"5' 7""",145 lbs.,Scott Shaffer,Zach Skinner
"5' 9""",185 lbs.,Yukio Sakaguchi,Andy Ologun
"6' 3""",185 lbs.,Errol Zimmerman,Ikuhisa Minowa
"6' 0""",154 lbs.,Andy Ologun,Katsuaki Furuki
"7' 2""",330 lbs.,Hong Man Choi,Ikuhisa Minowa
"6' 0""",244 lbs.,Matt Kovacs,Mike Hayes
"5' 6""",145 lbs.,Zach Skinner,Scott Shaffer
"5' 10""",170 lbs.,Ray Perales,Lyle Beerbohm
"6' 4""",230 lbs.,Mike Hayes,Matt Kovacs
"6' 4""",259 lbs.,Josh Bennett,Mychal Clark
"6' 3""",224 lbs.,Mychal Clark,Josh Bennett
"5' 7""",220 lbs.,Greg Stott,Mark Kerr
"6' 3""",216 lbs.,Denis Sobolev,Heath Herring
"August 28, 2009","Kansas City, Kansas, USA",Muhammed Lawal,Mark Kerr
"5' 10""",212 lbs.,Dwayne Cason,Mark Kerr
"6' 7""",265 lbs.,Brad Imes,Heath Herring
"6' 1""",155 lbs.,Ryan Healy,Jorge Masvidal
"6' 2""",235 lbs.,Iouri Kotchkine,Heath Herring
"5' 9""",205 lbs.,Tatsuya Iwasaki,Wanderlei Silva
"5' 9""",170 lbs.,Joe Martin,Clay Guida
